tweet id,text,created at
1214559203492343808,"Sword/Shield DLC? Spin-off games?

Methinks the latter. https://t.co/EhiZgsFhNF",2020-01-07 14:47:34+00:00
1214556091184533504,Wanting Pokémon Sword and Shield DLC is like being served garbage and wanting a side of doodoo and peepee. These are facts.,2020-01-07 14:35:12+00:00
1214554853130805248,"@NintenPeterGame @aDrive_tK No it wouldnt. We already know about home and sleep, theyve BEEN in dev. Sword and Shield DLC has likely been in dev for awhile (if its being done), and Diamond and Pearl remakes would likely have been worked on for atleast a few years. GF doesnt dev the apps entirely themselves.",2020-01-07 14:30:16+00:00
1214552662466859009,"A New Pokemon Direct is COMING in just a few days!

My thoughts:
Pokemon Home
Pokemon Sleep
Pokemon Sword and Shield DLC
Pokemon Diamond and Pearl Remake Teaser

Lets talk about it:
https://t.co/Ec3d4yhJD0

RT to spread the news! https://t.co/6LKmCTMREE",2020-01-07 14:21:34+00:00
1214551868224856064,@chas_hodges @NintendoUK @clement_boo Maybe Sword &amp; Shield DLC?,2020-01-07 14:18:25+00:00
1214551763677831168,What if they announce Pokémon Sword and Shield dlc? 🤔 https://t.co/OcD3GTEfLA,2020-01-07 14:18:00+00:00
1214551410483900417,@Stealth40k Sword/Shield DLC lol,2020-01-07 14:16:36+00:00
1214551384424665089,"@augmc2 That Diamond and Pearl remake, or maybe Sword and Shield DLC? Either way, the yearly releases are worrying me",2020-01-07 14:16:29+00:00
1214550608931381249,@EAPyoutube I’m going to bet that there’s going to be some free Sword and Shield dlc for some mythic Pokemon and stuff,2020-01-07 14:13:25+00:00
1214549383942987776,"@NintenDaan Pokemon Sword &amp; Shield DLC, with add all the Pokemon from the other games. Only 60 Euro/Dollar ... BAMMM!!!

No i really think more mobel games and maybe a Pokemon Let's Go ........ for end of this year.",2020-01-07 14:08:33+00:00
1214549324165779457,@SerebiiNet SWORD AND SHIELD DLC PLEASE! SWORD AND SHIELD DLC PLEASE! SWORD AND SHIELD DLC PLEASE!,2020-01-07 14:08:18+00:00
1214549293408931841,@pokejungle Please be Sword and Shield DLC,2020-01-07 14:08:11+00:00
1214548125060349954,As if to answer my previous tweet 😂 Sword and Shield DLC maybe?! Any ideas? https://t.co/ohTcBCSylG,2020-01-07 14:03:32+00:00
1214548021930856455,"Oooookay... Not quite what I had in mind
Likely some Sword / Shield DLC on the way... https://t.co/Kg7ZOiEQxO",2020-01-07 14:03:08+00:00
1214547860273938433,"I have a LOT of questions rn...

- Sword &amp; Shield dlc?
- Pokemon Sleep?
- More Pokemon Go stuff?
- What’s next? https://t.co/ovcEzdNSQY",2020-01-07 14:02:29+00:00
1214547441250377728,@moshxlyfe Sword and Shield DLC maybe 🤔🤔🤔,2020-01-07 14:00:49+00:00
1214546944015646721,"Things the Pokemon Direct should be about:
- Updates/Patches for Sword/Shield
- DLC for Sword/Shield

Thing the Pokemon Direct will be about:
- Spin-offs nobody cares about
- Announcing the obligatory yearly release that nobody wants them to do
- Sinnoh remakes that wont be good",2020-01-07 13:58:51+00:00
1214546001119330304,"Sword and Shield DLC? (BETTER NOT BE the removed Pokemon)
Pokemon home?
Pokemon Spear!?

WHAT EVER COULD IT BEEEEE!? https://t.co/0BB9utPngd",2020-01-07 13:55:06+00:00
1214545816003792898,"Kinda want Nintendo to announce $20 Sword/Shield DLC that's an island with 100+ ""new"" (old) Pokémon on it.",2020-01-07 13:54:22+00:00
1213386288352481280,@WolfeyGlick Just you wait for sword and shield DLC packages...,2020-01-04 09:06:49+00:00
1212423397113827334,"I'd pay a lot for Sword and Shield DLC that would sort my boxes by type, level, species, and various stats",2020-01-01 17:20:38+00:00
